Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,Career_Category,technical_strength,soft_skill_strength,leadership_index,experience_index,academic_index
Business,Human Resources Specialist,2.802949148236325,2,0,4,0,3,0,4,0,0,3,4,0,2,1,Management,2.6666666666666665,1.0,2,5,5.8029491482363245
Education,Illustrator,4.752809181797751,4,2,4,1,8,0,0,0,2,3,3,2,4,0,Education,1.6666666666666667,1.6666666666666667,5,6,12.752809181797751
Medicine,Illustrator,3.910144152171781,9,1,4,0,9,1,1,0,3,0,3,2,1,0,Healthcare,2.3333333333333335,0.6666666666666666,1,6,12.910144152171782
Physics,Musician,3.347168085994784,0,2,2,0,9,0,4,1,4,3,1,4,3,0,Research & Science,3.0,2.6666666666666665,3,4,12.347168085994785
Music,Nuclear Physicist,4.950024826670149,6,2,3,1,8,1,2,3,1,1,4,0,2,1,Other,2.3333333333333335,1.3333333333333333,3,7,12.950024826670148
Business,Graphic Designer,4.469363488324039,6,2,4,0,0,1,0,1,2,3,0,3,4,1,Management,0.6666666666666666,2.3333333333333335,4,8,4.469363488324039
Art,Inorganic Chemist,3.72704850872196,8,0,0,0,1,1,0,4,2,4,1,0,0,0,Other,1.0,2.6666666666666665,0,1,4.7270485087219605
Marketing,Construction Manager,4.254613966036364,1,1,4,0,8,1,1,4,0,1,4,1,1,0,Other,1.6666666666666667,2.0,1,6,12.254613966036363
Architecture,Zoologist,3.395043427763376,4,0,3,0,1,1,1,1,3,3,0,2,2,0,Other,1.3333333333333333,2.0,2,4,4.395043427763376
Biology,Marketing Specialist,2.8385321326097697,0,0,3,0,0,0,0,0,2,4,3,2,2,1,Research & Science,1.6666666666666667,2.0,2,4,2.8385321326097697
Architecture,Art Director,4.277577993940646,0,2,2,1,3,1,1,4,2,1,3,0,4,1,Other,2.0,1.6666666666666667,5,6,7.277577993940646
Finance,Data Scientist,3.8311835884275753,6,2,3,1,8,0,0,3,4,2,1,2,0,0,Other,1.6666666666666667,2.3333333333333335,1,5,11.831183588427574
Music,Geneticist,4.017696405640128,5,2,0,0,0,0,0,1,3,2,0,3,0,0,Other,1.0,2.0,0,2,4.017696405640128
Architecture,Composer,3.838125544098877,4,2,2,1,4,1,3,0,0,1,4,3,4,1,Other,2.3333333333333335,1.3333333333333333,5,6,7.838125544098877
Education,Software Developer,4.051519521858089,6,1,2,1,4,1,0,1,2,1,1,0,4,1,Education,1.0,0.6666666666666666,5,5,8.05151952185809
Education,Game Developer,4.976041392746666,4,1,3,0,5,0,2,1,3,1,0,0,0,1,Education,1.6666666666666667,0.6666666666666666,0,5,9.976041392746666
Law,Conductor,4.042899138645777,9,0,0,1,2,0,1,0,2,2,4,2,2,0,Public & Legal,2.3333333333333335,1.3333333333333333,3,0,6.042899138645777
Physics,Electrical Engineer,4.678725385692607,9,1,0,1,6,0,0,0,4,2,0,4,2,0,Research & Science,1.3333333333333333,2.0,3,1,10.678725385692607
Computer Science,Game Developer,3.980635804469748,3,2,3,0,5,0,3,2,3,4,2,0,2,0,Technology,2.6666666666666665,2.0,2,5,8.980635804469749
Music,Architectural Technologist,3.9623684406077153,2,1,1,1,4,1,2,4,4,1,4,2,0,0,Other,3.3333333333333335,2.3333333333333335,1,3,7.962368440607715
Education,Marketing Specialist,4.306993076224634,4,0,4,0,0,0,2,3,1,1,1,4,2,1,Education,1.3333333333333333,2.6666666666666665,2,5,4.306993076224634
Music,Investment Banker,3.491717102165044,5,0,0,1,9,0,3,1,0,4,2,3,0,0,Other,1.6666666666666667,2.6666666666666665,1,0,12.491717102165044
Medicine,Curriculum Developer,3.9159097158211376,5,2,0,1,7,0,4,2,2,4,4,4,3,0,Healthcare,3.3333333333333335,3.3333333333333335,4,2,10.915909715821137
Biology,Physical Chemist,4.5571762968413765,9,2,4,1,0,1,1,0,3,4,0,0,1,0,Research & Science,1.3333333333333333,1.3333333333333333,2,7,4.5571762968413765
Biology,Judge,2.8341054669030985,3,0,4,1,1,1,4,1,3,0,4,2,3,1,Research & Science,3.6666666666666665,1.0,4,6,3.8341054669030985
Psychology,Sound Engineer,2.700894325922905,7,2,2,0,1,1,1,4,3,0,0,3,4,1,Other,1.3333333333333333,2.3333333333333335,4,6,3.700894325922905
Computer Science,Organic Chemist,4.557406517907529,0,0,3,0,2,0,1,4,0,2,0,0,1,0,Technology,0.3333333333333333,2.0,1,3,6.557406517907529
Law,Musician,4.9684334504537695,7,0,2,1,3,0,1,0,2,0,0,4,0,1,Public & Legal,1.0,1.3333333333333333,1,3,7.9684334504537695
Medicine,Landscape Architect,3.6750311220486136,6,2,2,1,7,0,1,3,4,3,0,0,4,0,Healthcare,1.6666666666666667,2.0,5,4,10.675031122048614
Marketing,Physicist,4.97699456028233,7,2,0,0,2,0,0,1,1,2,4,0,3,0,Other,1.6666666666666667,1.0,3,2,6.97699456028233
Psychology,Art Therapist,3.124410719583725,0,0,2,0,3,0,1,0,4,2,4,1,3,1,Other,3.0,1.0,3,3,6.124410719583725
Marketing,Acoustics Specialist,3.3282082465482663,2,1,3,1,2,0,4,1,3,2,4,2,0,0,Other,3.6666666666666665,1.6666666666666667,1,4,5.328208246548266
Education,Interior Designer,3.1116155871595845,9,0,2,1,1,0,3,3,0,0,3,0,1,1,Education,2.0,1.0,2,3,4.1116155871595845
Law,Social Media Manager,4.6135600872534255,1,2,1,1,7,0,2,2,2,0,4,2,0,0,Public & Legal,2.6666666666666665,1.3333333333333333,1,3,11.613560087253425
Chemistry,Advertising Manager,4.024260834822417,0,2,4,1,0,1,2,0,3,0,4,3,1,0,Research & Science,3.0,1.0,2,7,4.024260834822417
Marketing,Marketing Specialist,4.777745639635588,7,1,2,1,5,1,3,3,0,1,3,3,3,1,Other,2.0,2.3333333333333335,4,5,9.777745639635588
Finance,Manager,2.7094985258093014,0,0,1,1,2,1,1,4,1,2,2,0,1,0,Other,1.3333333333333333,2.0,2,2,4.709498525809302
Finance,Accountant,2.630081832500058,3,0,4,1,2,1,1,2,0,2,2,2,1,0,Other,1.0,2.0,2,5,4.630081832500058
Computer Science,Art Therapist,3.6431632823418463,9,2,4,1,3,1,0,1,1,2,0,2,1,1,Technology,0.3333333333333333,1.6666666666666667,2,8,6.643163282341846
Medicine,Astronomer,3.84594824790217,8,0,2,0,7,1,0,0,0,3,0,1,0,1,Healthcare,0.0,1.3333333333333333,0,4,10.84594824790217
Art,Game Developer,3.562894227966148,0,0,1,1,8,1,3,3,3,3,4,0,3,1,Other,3.3333333333333335,2.0,4,3,11.562894227966147
Computer Science,Physician Assistant,4.47613828086014,2,0,2,1,7,1,2,1,3,1,1,3,0,0,Technology,2.0,1.6666666666666667,1,3,11.476138280860141
Education,Marketing Manager,4.520510868815662,5,1,2,0,6,0,0,1,1,1,3,2,0,1,Education,1.3333333333333333,1.3333333333333333,0,4,10.520510868815663
Computer Science,Acoustics Specialist,4.941818394838462,7,0,1,1,3,0,4,3,4,3,4,2,2,1,Technology,4.0,2.6666666666666665,3,2,7.941818394838462
Education,Music Therapist,2.606264187540804,4,1,4,1,8,0,1,2,0,0,1,2,4,0,Education,0.6666666666666666,1.3333333333333333,5,5,10.606264187540804
Psychology,Market Research Analyst,2.577897684106891,4,0,3,0,5,1,1,4,0,2,2,0,0,1,Other,1.0,2.0,0,5,7.57789768410689
Art,Psychologist,4.907087238202669,3,0,2,1,5,0,2,4,4,4,2,0,2,1,Other,2.6666666666666665,2.6666666666666665,3,3,9.907087238202669
Art,Dentist,4.462251660424863,2,0,2,0,6,1,1,1,0,3,1,4,3,1,Other,0.6666666666666666,2.6666666666666665,3,4,10.462251660424863
Psychology,Investment Banker,3.8430411894737926,3,0,2,0,0,0,1,2,2,2,0,1,2,1,Other,1.0,1.6666666666666667,2,3,3.8430411894737926
Music,Fluid Mechanics Engineer,2.574941215733919,5,0,0,0,4,0,2,3,3,3,4,2,0,1,Other,3.0,2.6666666666666665,0,1,6.574941215733919
Physics,Curriculum Developer,4.832583072655627,1,1,1,0,0,1,1,3,4,4,1,3,1,1,Research & Science,2.0,3.3333333333333335,1,4,4.832583072655627
Psychology,Doctor,4.244466191695549,2,1,0,0,5,0,1,2,4,0,3,3,4,1,Other,2.6666666666666665,1.6666666666666667,4,2,9.24446619169555
Business,Forensic Psychologist,4.506981361818348,3,0,0,0,8,0,1,2,4,3,2,2,1,1,Management,2.3333333333333335,2.3333333333333335,1,1,12.506981361818347
Chemistry,Pharmacist,3.656600269176377,5,1,4,1,0,0,4,3,2,4,2,3,2,1,Research & Science,2.6666666666666665,3.3333333333333335,3,6,3.656600269176377
Finance,Actuary,4.566874149282038,6,2,4,1,4,0,0,4,4,4,1,1,0,1,Other,1.6666666666666667,3.0,1,7,8.566874149282038
Marketing,Civil Engineer,3.142154747993996,4,1,2,0,4,0,1,1,4,3,4,3,0,0,Other,3.0,2.3333333333333335,0,3,7.142154747993996
Education,Architect,4.286492616127653,9,0,3,0,7,0,0,3,3,1,0,0,1,1,Education,1.0,1.3333333333333333,1,4,11.286492616127653
Computer Science,Organic Chemist,2.704724099026184,9,2,3,1,5,0,2,2,0,1,3,3,0,0,Technology,1.6666666666666667,2.0,1,5,7.704724099026183
Medicine,Special Education Teacher,3.392144097978622,5,1,4,0,4,0,1,3,2,3,1,4,2,1,Healthcare,1.3333333333333333,3.3333333333333335,2,6,7.392144097978623
Law,Advertising Manager,2.920486418453897,1,0,2,1,8,1,0,2,4,1,3,1,1,0,Public & Legal,2.3333333333333335,1.3333333333333333,2,3,10.920486418453898
Marketing,Biotechnologist,3.464548477445676,6,0,2,0,8,1,2,2,0,3,1,2,4,0,Other,1.0,2.3333333333333335,4,3,11.464548477445677
Education,Teacher,4.844660674195632,4,0,1,0,5,0,4,0,2,1,2,4,3,1,Education,2.6666666666666665,1.6666666666666667,3,2,9.844660674195632
Marketing,Art Director,4.437079665667362,2,1,2,0,3,0,0,2,4,2,0,4,0,1,Other,1.3333333333333333,2.6666666666666665,0,4,7.437079665667362
Art,Digital Marketing Specialist,3.734718405107107,9,0,3,1,2,1,2,2,4,1,3,3,2,0,Other,3.0,2.0,3,4,5.734718405107107
Law,Pharmacist,2.666623770267065,7,0,2,1,4,0,4,0,3,0,1,2,0,0,Public & Legal,2.6666666666666665,0.6666666666666666,1,2,6.666623770267066
Law,Sound Engineer,4.613960060666072,2,0,2,0,6,1,1,1,0,1,0,1,0,0,Public & Legal,0.3333333333333333,1.0,0,3,10.613960060666072
Biology,Physical Chemist,4.612545768802153,7,1,2,0,9,0,2,1,2,4,0,0,3,0,Research & Science,1.3333333333333333,1.6666666666666667,3,3,13.612545768802153
Biology,Analytical Chemist,3.994125887407132,7,0,0,0,2,0,1,1,2,4,4,0,4,1,Research & Science,2.3333333333333335,1.6666666666666667,4,1,5.994125887407132
Education,Counselor,3.105580903140009,5,0,4,1,6,0,1,2,1,2,2,3,3,1,Education,1.3333333333333333,2.3333333333333335,4,5,9.105580903140009
Education,Risk Analyst,4.5009164428453925,1,1,3,0,0,0,3,4,3,1,2,4,2,0,Education,2.6666666666666665,3.0,2,4,4.5009164428453925
Computer Science,Acoustics Specialist,4.328098288603821,4,0,0,1,3,0,1,3,4,2,0,2,4,0,Technology,1.6666666666666667,2.3333333333333335,5,0,7.328098288603821
Chemistry,Biotechnologist,2.839549694719742,6,2,4,0,6,1,4,4,4,1,3,1,1,1,Research & Science,3.6666666666666665,2.0,1,8,8.839549694719743
Law,Musician,3.6779630702588113,2,1,1,1,3,0,2,1,4,1,1,1,0,0,Public & Legal,2.3333333333333335,1.0,1,2,6.677963070258811
Law,Pharmacist,3.111395618103219,4,2,2,1,7,1,3,2,2,2,4,3,2,1,Public & Legal,3.0,2.3333333333333335,3,6,10.11139561810322
Law,Clinical Psychologist,2.844213582967849,9,2,0,1,9,0,4,1,3,4,4,2,0,0,Public & Legal,3.6666666666666665,2.3333333333333335,1,2,11.84421358296785
Education,Music Teacher,3.5135208000960274,7,0,0,1,1,0,1,3,1,3,0,4,0,0,Education,0.6666666666666666,3.3333333333333335,1,0,4.513520800096027
Finance,Marketing Manager,4.717892604271427,6,0,0,1,3,1,4,4,1,3,0,1,4,1,Other,1.6666666666666667,2.6666666666666665,5,2,7.717892604271427
Medicine,Art Director,4.101188045712842,7,1,2,0,1,0,3,4,2,2,4,1,0,1,Healthcare,3.0,2.3333333333333335,0,4,5.101188045712842
Physics,Pharmacist,4.025871550859398,0,2,4,1,3,0,4,2,2,3,4,1,0,0,Research & Science,3.3333333333333335,2.0,1,6,7.025871550859398
Finance,Quantum Physicist,4.517609890188334,7,0,4,0,1,1,4,2,2,2,0,0,1,1,Other,2.0,1.3333333333333333,1,6,5.517609890188334
Education,Game Developer,3.679746431529338,9,0,1,1,7,0,3,0,1,0,0,2,1,0,Education,1.3333333333333333,0.6666666666666666,2,1,10.679746431529338
Psychology,Legal Secretary,4.79301199941905,7,0,0,0,5,1,3,0,4,2,2,4,2,1,Other,3.0,2.0,2,2,9.79301199941905
Education,Financial Advisor,3.771460080375114,1,0,4,0,8,1,4,4,1,2,3,0,1,1,Education,2.6666666666666665,2.0,1,6,11.771460080375114
Chemistry,Curriculum Developer,4.570058702584312,9,2,0,0,7,0,0,2,1,1,0,2,1,1,Research & Science,0.3333333333333333,1.6666666666666667,1,3,11.570058702584312
Art,Interior Designer,3.8751176046819977,1,1,0,1,9,0,1,2,3,2,1,3,4,1,Other,1.6666666666666667,2.3333333333333335,5,2,12.875117604681998
Chemistry,Chemist,3.990948575749761,3,0,4,1,6,0,1,2,2,0,4,2,3,1,Research & Science,2.3333333333333335,1.3333333333333333,4,5,9.990948575749762
Psychology,Construction Manager,3.3355874684513624,7,2,1,0,7,1,4,4,3,2,0,1,4,1,Other,2.3333333333333335,2.3333333333333335,4,5,10.335587468451362
Psychology,Legal Secretary,3.110998716132854,8,1,3,0,4,1,0,1,4,2,4,2,4,1,Other,2.6666666666666665,1.6666666666666667,4,6,7.110998716132854
Business,Education Administrator,4.718771743537641,9,0,1,1,2,1,3,1,4,2,2,1,3,0,Management,3.0,1.3333333333333333,4,2,6.718771743537641
Biology,Chemical Engineer,4.187410143926636,8,0,3,0,1,1,4,4,2,1,0,1,0,1,Research & Science,2.0,2.0,0,5,5.187410143926636
Computer Science,Dentist,4.442202284081427,2,0,2,1,5,1,3,4,4,1,3,2,4,0,Technology,3.3333333333333335,2.3333333333333335,5,3,9.442202284081427
Medicine,Game Developer,3.89280456720476,8,2,3,0,0,1,4,4,3,3,2,3,0,0,Healthcare,3.0,3.3333333333333335,0,6,3.89280456720476
Physics,Art Therapist,3.968831677861585,3,0,4,1,7,1,2,0,2,3,2,4,3,0,Research & Science,2.0,2.3333333333333335,4,5,10.968831677861585
Law,Interior Designer,2.611182334743626,1,1,1,1,0,0,2,4,0,0,1,2,1,1,Public & Legal,1.0,2.0,2,3,2.611182334743626
Finance,Nurse,4.877708312659115,8,0,2,1,1,0,3,2,4,2,3,0,2,0,Other,3.3333333333333335,1.3333333333333333,3,2,5.877708312659115
Psychology,Marketing Manager,2.708105850250568,2,0,1,0,4,0,4,1,2,1,2,0,3,0,Other,2.6666666666666665,0.6666666666666666,3,1,6.708105850250568
Marketing,Landscape Architect,4.402704485001045,0,0,3,0,3,0,3,3,3,0,2,1,0,0,Other,2.6666666666666665,1.3333333333333333,0,3,7.402704485001045
Law,Architect,2.625570037154632,9,0,4,1,0,0,2,0,1,0,1,3,3,0,Public & Legal,1.3333333333333333,1.0,4,4,2.625570037154632
Physics,Advertising Manager,4.806210794420489,4,2,0,1,5,0,0,1,0,2,3,2,2,1,Research & Science,1.0,1.6666666666666667,3,3,9.806210794420489
Computer Science,Biotechnologist,4.2181917692400495,0,2,4,0,6,1,3,0,3,0,4,3,4,1,Technology,3.3333333333333335,1.0,4,8,10.21819176924005
Business,Psychologist,2.640469202680049,0,1,4,1,2,0,3,3,1,2,4,3,4,0,Management,2.6666666666666665,2.6666666666666665,5,5,4.640469202680049
Education,Conductor,3.3204265733643057,6,1,1,1,4,1,2,3,4,2,3,4,3,0,Education,3.0,3.0,4,3,7.320426573364306
Finance,Dentist,4.584640311107889,8,1,2,0,3,1,0,1,4,2,4,0,4,1,Other,2.6666666666666665,1.0,4,5,7.584640311107889
Engineering,Biochemist,3.084732821912686,6,2,4,0,6,1,1,3,2,2,4,1,1,1,Other,2.3333333333333335,2.0,1,8,9.084732821912686
Computer Science,Legal Analyst,4.256001269644295,0,0,1,1,0,0,2,1,0,3,3,4,4,1,Technology,1.6666666666666667,2.6666666666666665,5,2,4.256001269644295
Education,Quantum Physicist,2.6599780197745497,1,1,1,0,8,0,2,0,3,0,2,2,0,0,Education,2.3333333333333335,0.6666666666666666,0,2,10.659978019774549
Biology,Credit Analyst,3.649078873544947,1,2,4,1,5,0,1,2,3,0,1,0,4,0,Research & Science,1.6666666666666667,0.6666666666666666,5,6,8.649078873544948
Music,Quantum Physicist,4.3259725501308575,3,2,0,0,2,0,0,0,1,1,4,4,2,0,Other,1.6666666666666667,1.6666666666666667,2,2,6.3259725501308575
Education,Legal Analyst,3.353724790449742,6,2,4,0,7,0,4,2,3,4,1,3,0,1,Education,2.6666666666666665,3.0,0,7,10.353724790449743
Architecture,Forensic Psychologist,2.9877198415478485,3,2,2,1,8,0,3,3,1,1,3,3,4,1,Other,2.3333333333333335,2.3333333333333335,5,5,10.987719841547849
Engineering,Clinical Psychologist,2.912525665439232,0,0,3,0,9,0,4,4,4,1,2,4,1,0,Other,3.3333333333333335,3.0,1,3,11.912525665439233
Engineering,School Counselor,3.654241370676216,4,2,1,0,5,0,4,4,0,2,4,1,2,1,Other,2.6666666666666665,2.3333333333333335,2,4,8.654241370676216
Chemistry,Psychologist,3.90046671474618,6,0,4,0,3,0,2,4,2,2,2,1,2,1,Research & Science,2.0,2.3333333333333335,2,5,6.90046671474618
Business,Construction Manager,4.17611116345098,9,2,0,1,7,0,3,4,0,1,0,4,1,0,Management,1.0,3.0,2,2,11.17611116345098
Business,Graphic Designer,3.2840611376881506,9,1,2,0,5,0,0,0,0,2,0,3,0,1,Management,0.0,1.6666666666666667,0,4,8.28406113768815
Engineering,Landscape Architect,4.493102502394817,4,1,3,1,9,0,4,0,3,0,3,2,4,1,Other,3.3333333333333335,0.6666666666666666,5,5,13.493102502394816
Physics,Sound Engineer,2.6593922313624274,4,1,3,0,9,1,2,0,3,1,2,0,2,1,Research & Science,2.3333333333333335,0.3333333333333333,2,6,11.659392231362428
Art,Cybersecurity Analyst,4.070443539651409,0,1,3,1,6,1,2,2,4,2,2,4,3,0,Other,2.6666666666666665,2.6666666666666665,4,5,10.070443539651409
Engineering,Clinical Psychologist,3.0229704249037384,8,2,2,0,7,0,1,0,4,4,4,2,0,0,Other,3.0,2.0,0,4,10.022970424903738
Marketing,Curriculum Developer,2.832833442901052,6,1,0,0,7,1,1,2,0,2,2,2,2,0,Other,1.0,2.0,2,2,9.832833442901052
Architecture,Judge,2.83543422101113,5,1,0,0,8,0,4,2,0,0,1,0,4,0,Other,1.6666666666666667,0.6666666666666666,4,1,10.83543422101113
Education,Data Scientist,3.246413645865287,0,0,4,1,0,1,3,4,2,0,4,0,3,1,Education,3.0,1.3333333333333333,4,6,3.246413645865287
Architecture,Market Research Analyst,2.675831059231313,4,1,0,0,3,0,2,0,2,2,1,1,3,0,Other,1.6666666666666667,1.0,3,1,5.675831059231313
Psychology,Investment Banker,4.422308332569629,0,1,2,0,9,0,2,1,1,1,2,0,2,0,Other,1.6666666666666667,0.6666666666666666,2,3,13.422308332569628
Physics,School Counselor,2.8345657967070723,7,2,0,0,6,0,1,2,4,3,2,4,4,1,Research & Science,2.3333333333333335,3.0,4,3,8.834565796707071
Psychology,AI Researcher,2.5423955523451127,2,1,1,1,2,1,0,0,2,2,2,0,2,1,Other,1.3333333333333333,0.6666666666666666,3,4,4.542395552345113
Physics,Data Scientist,2.9850788744615384,2,0,0,0,6,0,0,2,0,3,3,0,1,0,Research & Science,1.0,1.6666666666666667,1,0,8.98507887446154
Marketing,Graphic Designer,4.897096805918231,7,1,3,0,3,0,1,2,4,3,1,4,0,0,Other,2.0,3.0,0,4,7.897096805918231
Medicine,Lawyer,3.368420988171457,5,2,4,1,9,0,2,3,2,3,3,0,4,1,Healthcare,2.3333333333333335,2.0,5,7,12.368420988171458
Finance,Lawyer,4.920367329348798,7,0,2,0,8,0,0,0,1,1,4,2,4,0,Other,1.6666666666666667,1.0,4,2,12.920367329348798
Psychology,Education Administrator,3.213642115269287,7,0,4,0,8,0,4,3,2,3,4,3,2,1,Other,3.3333333333333335,3.0,2,5,11.213642115269288
Physics,Physical Chemist,4.576627124288996,2,2,0,1,3,0,1,0,3,4,3,3,1,0,Research & Science,2.3333333333333335,2.3333333333333335,2,2,7.576627124288996
Marketing,Civil Engineer,4.16414013029846,1,0,2,1,2,0,4,4,1,0,1,4,3,0,Other,2.0,2.6666666666666665,4,2,6.16414013029846
Business,Data Scientist,4.314885495701056,7,2,4,0,3,1,3,4,3,4,2,3,4,1,Management,2.6666666666666665,3.6666666666666665,4,8,7.314885495701056
Physics,Digital Marketing Specialist,4.1960557505249145,3,0,2,1,2,1,4,4,2,0,2,1,1,0,Research & Science,2.6666666666666665,1.6666666666666667,2,3,6.1960557505249145
Biology,Manager,2.756193958488273,0,1,0,0,1,0,4,2,4,2,1,1,4,0,Research & Science,3.0,1.6666666666666667,4,1,3.756193958488273
Physics,Cybersecurity Analyst,4.206435245575657,4,1,2,1,7,1,0,2,0,4,1,2,3,0,Research & Science,0.3333333333333333,2.6666666666666665,4,4,11.206435245575657
Medicine,Chemist,2.5897238426210047,6,0,1,0,5,1,1,3,3,0,4,1,2,0,Healthcare,2.6666666666666665,1.3333333333333333,2,2,7.589723842621005
Marketing,Education Administrator,3.0744496542388102,6,0,1,0,8,1,1,1,3,3,4,4,2,1,Other,2.6666666666666665,2.6666666666666665,2,3,11.07444965423881
Law,Curriculum Developer,2.750180333778804,5,0,3,1,3,0,3,4,4,1,1,2,4,1,Public & Legal,2.6666666666666665,2.3333333333333335,5,4,5.750180333778804
Finance,Special Education Teacher,3.006465945754531,7,0,4,0,4,0,0,4,3,2,2,3,3,0,Other,1.6666666666666667,3.0,3,4,7.006465945754531
Marketing,Pharmacist,3.3683088600967444,5,1,3,0,4,0,2,0,1,2,4,3,2,1,Other,2.3333333333333335,1.6666666666666667,2,5,7.368308860096745
Biology,Chemist,3.2917493731931966,9,0,4,0,4,0,2,1,2,3,4,4,3,1,Research & Science,2.6666666666666665,2.6666666666666665,3,5,7.291749373193197
Psychology,Financial Controller,4.385936920681381,7,2,4,1,4,1,1,1,3,4,3,3,1,0,Other,2.3333333333333335,2.6666666666666665,2,7,8.385936920681381
Architecture,Animator,4.505676547108561,3,1,3,0,7,0,2,1,3,4,0,2,3,1,Other,1.6666666666666667,2.3333333333333335,3,5,11.50567654710856
Art,Chemist,2.850809682002451,4,1,3,1,3,1,3,2,1,4,0,2,3,0,Other,1.3333333333333333,2.6666666666666665,4,5,5.850809682002451
Computer Science,Legal Secretary,4.664373025136615,9,1,0,0,5,0,3,3,0,2,4,0,2,0,Technology,2.3333333333333335,1.6666666666666667,2,1,9.664373025136616
Architecture,Digital Marketing Specialist,4.86682743014307,8,1,2,1,1,0,0,0,1,4,2,2,1,0,Other,1.0,2.0,2,3,5.86682743014307
Music,Human Resources Specialist,3.770395066204845,3,2,4,0,7,0,0,0,4,4,3,3,0,1,Other,2.3333333333333335,2.3333333333333335,0,7,10.770395066204845
Engineering,Artist,2.9724072712472887,6,0,2,0,5,1,1,0,3,4,0,0,3,0,Other,1.3333333333333333,1.3333333333333333,3,3,7.972407271247288
Psychology,Music Teacher,3.205033431120965,3,0,4,1,8,0,2,2,0,3,4,0,0,1,Other,2.0,1.6666666666666667,1,5,11.205033431120965
Law,Lawyer,4.523941872767944,8,0,4,0,1,0,3,2,0,2,4,3,2,0,Public & Legal,2.3333333333333335,2.3333333333333335,2,4,5.523941872767944
Medicine,Web Developer,3.527139940507343,9,2,3,1,1,0,1,0,2,3,4,2,3,1,Healthcare,2.3333333333333335,1.6666666666666667,4,6,4.527139940507343
Art,Construction Manager,3.390186849297403,0,1,3,1,3,0,3,2,3,2,4,2,1,1,Other,3.3333333333333335,2.0,2,5,6.390186849297403
Psychology,Inorganic Chemist,4.680144633004639,8,1,2,0,5,0,2,4,4,0,0,2,3,0,Other,2.0,2.0,3,3,9.68014463300464
Marketing,Zoologist,2.9272816545048816,7,1,2,0,2,0,0,4,2,1,0,4,3,0,Other,0.6666666666666666,3.0,3,3,4.927281654504881
Physics,Education Administrator,4.420168018175329,5,2,4,1,1,1,4,3,1,0,4,0,4,1,Research & Science,3.0,1.0,5,8,5.420168018175329
Art,Chemical Engineer,4.329466285153309,6,2,0,1,5,0,4,2,4,4,0,0,0,0,Other,2.6666666666666665,2.0,1,2,9.329466285153309
Chemistry,Biochemist,4.897995935466241,9,2,3,1,5,1,2,2,2,3,3,4,4,0,Research & Science,2.3333333333333335,3.0,5,6,9.897995935466241
Psychology,Special Education Teacher,2.80322004512785,0,1,0,0,0,1,3,0,1,1,2,0,0,0,Other,2.0,0.3333333333333333,0,2,2.80322004512785
Psychology,Legal Consultant,2.619765972903007,3,2,0,1,0,0,2,0,1,1,1,3,3,0,Other,1.3333333333333333,1.3333333333333333,4,2,2.619765972903007
Chemistry,Music Therapist,3.8526256657829454,6,0,3,1,0,0,3,3,1,0,3,2,0,0,Research & Science,2.3333333333333335,1.6666666666666667,1,3,3.8526256657829454
Chemistry,Interior Designer,3.245544294299347,0,2,0,0,6,1,4,4,1,0,4,3,2,1,Research & Science,3.0,2.3333333333333335,2,4,9.245544294299346
